Filiale,Datum,Artikelgruppe,Umsatz
1,2017-03-30,1,58.9562663037784
1,2017-04-22,1,56.9937266858777
1,2017-04-25,1,61.1218552379179
1,2017-04-28,1,51.6829087225773
1,2017-05-24,1,79.0195553913402
1,2017-05-27,1,25.9178669790748
1,2017-05-30,1,68.4513788683153
1,2017-06-22,1,59.3717495092735
1,2017-06-28,1,68.5777475236425
1,2017-07-21,1,56.7484235456797
1,2017-07-24,1,64.4323611019224
1,2017-07-27,1,69.2051877418481
1,2017-08-19,1,54.6632270663806
1,2017-08-22,1,43.3103850304738
1,2017-08-25,1,57.5591694187742
1,2017-08-28,1,67.7226853202059
1,2017-09-20,1,53.4797187590589
1,2017-09-23,1,47.9126394923861
1,2017-09-26,1,41.9192520490892
1,2017-10-19,1,61.6883478598964
1,2017-10-25,1,50.9139724762169
1,2017-10-28,1,61.1774638620049
1,2017-11-17,1,53.5197902602658
1,2017-11-20,1,70.0310896975421
1,2017-11-23,1,46.3193527561256
1,2017-12-19,1,35.346190052967
1,2017-12-22,1,51.1601263654288
1,2017-12-28,1,55.2711424625435
1,2018-01-17,1,47.4475784360221
1,2018-01-20,1,58.0198644353421
1,2018-01-23,1,35.1990433559479
1,2018-01-26,1,52.1686664315427
1,2018-02-21,1,52.112401834091
1,2018-02-24,1,57.4671252664573
1,2018-03-19,1,76.4104252450584
1,2018-03-22,1,53.1195889806498
1,2018-03-28,1,61.2604785099007
1,2018-04-17,1,76.8231505883897
1,2018-04-20,1,43.2792679627223
1,2018-04-23,1,53.2005848068045
1,2018-04-26,1,49.593804966679
1,2018-05-19,1,41.9963354645037
1,2018-05-22,1,66.903665534933
1,2018-05-25,1,55.5690661727861
1,2018-06-17,1,46.4939950805181
1,2018-06-20,1,60.3251989490773
1,2018-06-23,1,43.1617494785197
1,2018-06-26,1,60.008799122617
1,2018-07-16,1,53.4813623212196
1,2018-07-19,1,78.280786556155
1,2018-07-25,1,62.6186330093448
1,2018-08-17,1,65.3271019127802
1,2018-08-23,1,72.9180457687295
1,2018-09-15,1,46.5146507723233
1,2018-09-18,1,58.9134642177726
1,2018-09-21,1,33.4076571960524
1,2018-09-24,1,70.7854460247188
1,2018-10-17,1,55.6190493601466
1,2018-10-20,1,55.9339172508392
1,2018-10-23,1,57.830837339506
1,2018-11-15,1,59.705208918751
1,2018-11-21,1,77.4457451502447
1,2018-11-24,1,46.2844673630864
1,2018-12-14,1,46.5856263137827
1,2018-12-17,1,72.5093557987812
1,2018-12-20,1,62.5546464995573
1,2019-02-13,1,39.4333610921699
1,2019-02-16,1,46.876765964934
1,2019-02-19,1,70.4604704346203
1,2019-02-22,1,71.022692617382
1,2019-03-20,1,63.4034336892678
1,2019-03-23,1,68.6906272247651
1,2019-04-15,1,97.4706114309623
1,2019-04-18,1,79.0537077248698
1,2019-05-14,1,49.15301693852
1,2019-05-17,1,50.8913049634732
1,2019-05-20,1,75.7546387769548
1,2019-05-23,1,51.6836123685242
1,2019-06-15,1,44.1994671896733
1,2019-06-18,1,58.871756902938
1,2019-06-21,1,62.7165058380128
1,2019-07-17,1,62.7797693196396
1,2015-01-14,1,68.0716676078901
1,2015-01-17,1,43.2420277973167
1,2015-01-20,1,78.7512988262582
1,2015-01-23,1,56.9951541744041
1,2015-02-12,1,68.6632117427174
1,2015-02-18,1,59.3290633049642
1,2015-02-21,1,42.9569704126526
1,2015-03-16,1,75.5589563687787
1,2015-03-19,1,76.856185186173
1,2015-04-14,1,52.4845295103587
1,2015-04-17,1,48.7175152896813
1,2015-04-20,1,66.5371869278943
1,2015-04-23,1,47.7404869990779
1,2015-05-13,1,68.8859279758583
1,2015-05-16,1,61.222332664039
1,2015-05-19,1,63.0153531639202
1,2015-05-22,1,60.0300285998844
1,2015-06-17,1,70.4227290811426
1,2015-06-20,1,66.9331976995629
1,2015-07-13,1,50.8133164324377
1,2015-07-16,1,67.9401791621512
1,2015-07-22,1,101.353578310155
1,2015-08-11,1,43.3748720731934
1,2015-08-14,1,49.2403977143166
1,2015-08-17,1,58.6536645531645
1,2015-08-20,1,59.7057221773229
1,2015-09-12,1,54.6877957378955
1,2015-09-15,1,44.7918239737651
1,2015-09-18,1,55.6028736318267
1,2015-09-21,1,75.3363787673517
1,2015-10-14,1,69.5037279365561
1,2015-10-17,1,54.895398252968
1,2015-10-20,1,55.180917598767
1,2015-11-12,1,61.6001385270228
1,2015-11-18,1,77.005575584666
1,2015-12-11,1,52.2085099078971
1,2015-12-14,1,65.68880556805
1,2015-12-17,1,49.4807184821991
1,2016-01-09,1,73.7583231774456
1,2016-01-12,1,59.0936871574205
1,2016-01-15,1,62.4595172921108
1,2016-01-18,1,75.00230366065
1,2016-02-10,1,66.8351843366833
1,2016-02-13,1,61.2943007172802
1,2016-02-16,1,67.0320671794435
1,2016-03-10,1,41.7139608916976
1,2016-03-16,1,60.137162164639
1,2016-03-19,1,71.3366591837945
1,2016-04-08,1,61.5862125251281
1,2016-04-11,1,42.7836488918904
1,2016-04-14,1,64.796628204652
1,2016-05-10,1,62.8764054877615
1,2016-05-13,1,51.0471266062751
1,2016-05-19,1,67.8193520449159
1,2016-06-08,1,54.3916732419858
1,2016-06-11,1,51.7092153929837
1,2016-06-14,1,65.909174317251
1,2016-06-17,1,54.7927327990693
1,2016-07-13,1,55.2101719141156
1,2016-07-16,1,65.6163070816022
1,2016-08-08,1,82.140473660772
1,2016-08-11,1,68.6267786628431
1,2016-08-17,1,47.2923171584795
1,2016-09-06,1,71.9714147899961
1,2016-09-09,1,42.5227159940579
1,2016-09-15,1,71.1741926694583
1,2016-10-08,1,65.2895855057822
1,2016-10-11,1,67.2985543483301
1,2016-10-14,1,46.3699604115958
1,2016-10-17,1,65.2870268364347
1,2016-11-09,1,51.1960219066425
1,2016-11-12,1,66.5569644279653
1,2016-11-15,1,53.6698024260847
1,2016-12-08,1,69.4865741689798
1,2016-12-14,1,61.7666275782351
1,2017-01-06,1,62.3682235469034
1,2017-01-09,1,57.042543951442
1,2017-01-12,1,31.8503381886589
1,2017-02-04,1,43.5692196957727
1,2017-02-07,1,69.7899615048778
1,2017-02-10,1,68.7695500282868
1,2017-02-13,1,60.7158429542491
1,2017-03-08,1,75.0522287063549
1,2017-03-11,1,59.9695358960082
1,2017-03-14,1,60.1787064504638
1,2017-04-06,1,75.2221256394681
1,2017-04-12,1,32.3849526024317
1,2017-04-15,1,74.5535381827509
1,2017-05-05,1,55.7017496781536
1,2017-05-08,1,59.528498924295
1,2017-05-11,1,55.4368723968302
1,2017-06-06,1,61.8619450874773
1,2017-06-09,1,50.15472584763
1,2017-06-12,1,65.0643881177055
1,2017-06-15,1,53.7350700787935
1,2017-07-05,1,57.5090558321036
1,2017-07-08,1,63.1368378910907
1,2017-07-11,1,57.4397570242441
1,2017-07-14,1,54.9308557638486
1,2017-08-09,1,67.18862289576
1,2017-08-12,1,86.1111721395864
1,2017-09-04,1,59.4810883906355
1,2017-09-07,1,50.1630643407332
1,2017-09-13,1,46.3161379625824
1,2017-10-06,1,47.6717535450618
1,2017-10-09,1,55.8958486251597
1,2017-10-12,1,54.0157451596789
1,2017-11-04,1,41.3986649993629
1,2017-11-07,1,51.3586367531118
1,2017-11-10,1,59.1085553438133
1,2017-12-06,1,59.3819173612689
1,2017-12-09,1,48.1151031810434
1,2017-12-12,1,56.3702458189438
1,2018-01-04,1,43.2259110489173
1,2018-01-10,1,53.0303425745293
1,2018-02-02,1,49.1737595756885
1,2018-02-05,1,81.4632723854858
1,2018-02-08,1,55.1356361335733
1,2018-03-03,1,58.9424659597151
1,2018-03-06,1,63.6241208067292
1,2018-03-09,1,38.1006827715549
1,2018-03-12,1,79.2923369656745
1,2018-04-04,1,52.8538548243933
1,2018-04-07,1,58.8444386610472
1,2018-04-10,1,35.8678728698251
1,2018-05-03,1,59.4709578275373
1,2018-05-09,1,52.3218245717042
1,2018-05-12,1,53.0744592047851
1,2018-06-01,1,50.7041239985164
1,2018-06-04,1,59.6829601039796
1,2018-06-07,1,65.8492094574986
1,2018-07-03,1,54.0992498707942
1,2018-07-06,1,44.3750944176441
1,2018-07-09,1,65.4144109640058
1,2018-07-12,1,85.7631843339901
1,2018-08-01,1,68.8231450987918
1,2018-08-04,1,56.8065713643783
1,2018-08-07,1,71.7376546116334
1,2018-08-10,1,44.2322591773116
1,2018-09-05,1,44.2401173598572
1,2018-09-08,1,49.9935742647253
1,2018-10-01,1,41.2366505744582
1,2018-10-04,1,46.1976275218574
1,2018-10-07,1,47.545311373052
1,2018-10-10,1,59.1627294154307
1,2018-10-30,1,57.3683996527353
1,2018-11-02,1,45.6548329100245
1,2018-11-05,1,51.5912454703987
1,2018-11-08,1,65.4707708820756
1,2018-12-01,1,88.3008484101806
1,2018-12-04,1,73.9021719650439
1,2018-12-07,1,81.5290202672435
1,2019-01-02,1,65.9308283669287
1,2019-01-05,1,46.2778065704613
1,2019-01-08,1,46.0219309499309
1,2019-03-04,1,75.0572301957231
1,2019-03-07,1,41.3237866944684
1,2019-03-30,1,54.422183733445
1,2019-04-02,1,83.014572865785
1,2019-04-05,1,62.9369112410013
1,2019-04-08,1,89.8341483719616
1,2019-05-04,1,62.9241363451914
1,2019-05-07,1,64.2936259894961
1,2019-06-05,1,61.2355220900924
1,2019-06-08,1,80.4630359523773
1,2019-06-28,1,60.8426991861201
1,2019-07-01,1,69.7091182690885
1,2019-07-04,1,65.8320273981728
1,2019-07-07,1,52.5440056239307
1,2019-07-30,1,48.4399873221361
1,2019-07-20,1,54.9627397094361
1,2019-07-23,1,45.5140762937288
1,2019-08-12,1,62.1644236407391
1,2019-08-15,1,42.5128997957967
1,2019-08-21,1,66.188526516169
1,2019-09-13,1,44.1081931025528
1,2019-09-16,1,49.9607915886846
1,2019-09-19,1,70.1373200790352
1,2019-10-12,1,54.570775101862
1,2019-10-15,1,60.0271603395738
1,2019-10-18,1,42.0424091615139
1,2019-10-21,1,53.4216296610688
1,2019-11-13,1,65.845497047466
1,2019-11-16,1,69.2699462119789
1,2019-11-19,1,35.1989839401231
1,2019-12-12,1,64.2905511248715
1,2019-12-18,1,57.7290300788619
1,2019-12-21,1,34.28593192249
1,2020-01-10,1,51.7367069980668
1,2020-01-13,1,75.456936640816
1,2020-01-16,1,55.9044151542254
1,2020-02-11,1,48.9042546166357
1,2020-02-14,1,59.5553049509264
1,2020-02-17,1,57.0222708294581
1,2020-03-11,1,63.2570758816496
1,2020-03-14,1,36.4156814919157
1,2020-03-17,1,38.5436879249337
1,2020-03-20,1,56.2357742667758
1,2020-04-09,1,52.4621031538055
1,2020-04-18,1,40.2084409072334
1,2020-05-11,1,59.8651649038188
1,2020-05-14,1,59.8061105231651
1,2020-05-20,1,52.3966642342235
1,2015-01-17,2,153.222702920486
1,2015-01-20,2,151.466305014222
1,2015-01-23,2,121.12778223327
1,2015-02-18,2,125.552079646012
1,2015-02-21,2,129.006540350928
1,2015-02-24,2,149.733633150043
1,2015-03-16,2,184.38971892548
1,2015-03-19,2,116.696717920172
1,2015-03-25,2,158.827808273559
1,2015-04-17,2,109.88442584286
1,2015-04-20,2,157.371936202675
1,2015-04-23,2,130.012493008743
1,2015-05-16,2,130.526133769595
1,2015-05-19,2,128.695627058892
1,2015-05-22,2,130.242170121095
1,2015-06-17,2,122.920947316533
1,2015-06-20,2,161.218234172769
1,2015-06-23,2,109.160535401102
1,2015-07-16,2,134.919672105261
1,2015-07-22,2,133.055562826432
1,2015-07-25,2,128.342220955666
1,2015-08-14,2,118.92048934279
1,2015-08-17,2,154.647453621625
1,2015-08-20,2,138.82641914784
1,2015-09-15,2,141.000863796746
1,2015-09-18,2,112.823146453341
1,2015-09-21,2,150.916182166391
1,2015-10-14,2,153.84484607771
1,2015-10-17,2,119.494731747239
1,2015-10-20,2,142.702754240396
1,2015-10-23,2,146.885319086351
1,2015-11-12,2,145.976991564743
1,2015-11-18,2,156.11967999702
1,2015-11-21,2,135.451752451481
1,2015-12-14,2,176.686787368858
1,2015-12-17,2,156.046870799126
1,2015-12-23,2,136.047323189617
1,2016-01-12,2,145.582384268064
1,2016-01-15,2,121.177529764802
1,2016-01-18,2,176.78251347844
1,2016-01-21,2,146.152187555617
1,2016-02-13,2,133.749879908676
1,2016-02-16,2,156.422952540025
1,2016-02-19,2,152.227352136909
1,2016-03-16,2,139.665042831987
1,2016-03-19,2,134.712523983625
1,2016-03-22,2,137.432719580351
1,2016-04-11,2,147.123479910216
1,2016-04-14,2,136.507679714825
1,2016-04-20,2,144.558604424992
1,2016-05-13,2,136.797000943185
1,2016-05-19,2,131.139486979438
1,2016-06-11,2,147.898433140679
1,2016-06-14,2,151.777120195401
1,2016-06-17,2,137.175642440875
1,2016-06-20,2,133.46971979528
1,2016-07-13,2,157.670205977706
1,2016-07-16,2,145.064875949064
1,2016-07-19,2,131.561040877888
1,2016-08-11,2,128.602558607472
1,2016-08-17,2,146.172728837822
1,2016-08-20,2,129.243548117276
1,2016-09-09,2,101.711432839406
1,2016-09-15,2,220.263626287601
1,2016-10-11,2,147.77100665508
1,2016-10-14,2,163.105673915792
1,2016-10-17,2,164.19352024825
1,2016-11-09,2,141.96819972394
1,2016-11-12,2,137.592588345952
1,2016-11-15,2,148.777663204382
1,2016-11-18,2,141.231851788367
1,2016-12-08,2,159.592753162394
1,2016-12-14,2,142.604091939728
1,2016-12-17,2,139.480640280673
1,2017-01-09,2,155.802706579935
1,2017-01-12,2,150.457946668136
1,2017-01-18,2,150.141898781073
1,2017-02-07,2,145.924051569102
1,2017-02-10,2,139.571408753093
1,2017-02-13,2,151.142610920563
1,2017-02-16,2,133.504314155081
1,2017-03-11,2,132.042843014731
1,2017-03-14,2,141.059724744769
1,2017-03-17,2,128.670634097704
1,2017-04-12,2,136.189346842119
1,2017-04-15,2,160.630560248909
1,2017-04-18,2,160.731808858621
1,2017-05-08,2,148.112596290141
1,2017-05-11,2,125.172044072282
1,2017-05-17,2,132.166930057246
1,2017-06-09,2,131.14046474669
1,2017-06-12,2,150.352097635561
1,2017-06-15,2,132.711637734547
1,2017-07-08,2,135.599559133029
1,2017-07-11,2,145.787708314478
1,2017-07-14,2,140.805185560962
1,2017-07-17,2,138.155689033708
1,2017-08-06,2,116.231861941736
1,2017-08-09,2,127.183249003681
1,2017-08-12,2,155.983657797997
1,2017-08-15,2,143.877385278419
1,2017-09-07,2,140.184087014308
1,2017-09-13,2,137.806176545992
1,2017-09-16,2,145.545274374795
1,2017-10-06,2,119.283242476436
1,2017-10-09,2,143.282746681462
1,2017-10-12,2,126.073556697377
1,2017-11-07,2,155.44818292053
1,2017-11-10,2,137.359498478121
1,2017-11-13,2,160.94562867231
1,2017-12-06,2,156.984170570955
1,2017-12-09,2,174.634881028654
1,2017-12-12,2,146.045472910129
1,2017-12-15,2,158.335744194718
1,2018-01-04,2,161.906577823943
1,2018-01-10,2,145.796090045901
1,2018-01-13,2,147.681257481797
1,2018-02-05,2,161.75214606191
1,2018-02-08,2,151.915934291602
1,2018-02-14,2,164.451345931279
1,2018-03-06,2,172.849460723521
1,2018-03-09,2,124.548970058403
1,2018-03-12,2,179.025707185271
1,2018-03-15,2,155.957412209558
1,2018-04-07,2,115.751619922989
1,2018-04-10,2,136.04356882751
1,2018-04-13,2,118.098073411539
1,2018-05-06,2,111.711963443237
1,2018-05-09,2,136.669720478289
1,2018-05-12,2,132.564844278614
1,2018-05-15,2,120.815766850233
1,2018-06-04,2,141.835755603896
1,2018-06-07,2,123.833367119232
1,2018-06-13,2,134.793504893829
1,2018-07-06,2,141.129310701713
1,2018-07-09,2,185.981888798675
1,2018-07-12,2,179.068615338353
1,2015-01-06,1,76.8892418126264
1,2015-01-09,1,60.879260317066
1,2015-01-12,1,70.4980785593754
1,2015-01-15,1,53.0252118027279
1,2015-02-04,1,50.0884784582587
1,2015-02-07,1,51.7164613206769
1,2015-02-10,1,66.2459317401272
1,2015-02-13,1,56.8364845208964
1,2015-03-11,1,55.291943443579
1,2015-03-14,1,54.0088298836207
1,2015-04-09,1,50.849578182007
1,2015-04-15,1,54.419655025766
1,2015-05-05,1,67.3480522375049
1,2015-05-08,1,58.5520997023274
1,2015-05-11,1,91.9328421716425
1,2015-06-06,1,49.4433166820113
1,2015-06-09,1,65.1751218790473
1,2015-06-12,1,67.4657231766179
1,2015-06-15,1,85.119896974136
1,2015-07-08,1,73.2989829073112
1,2015-07-11,1,72.0614393049775
1,2015-07-14,1,53.5179060675765
1,2015-08-06,1,76.406838929437
1,2015-08-12,1,59.1961900485386
1,2015-09-04,1,51.4639653791595
1,2015-09-07,1,57.3670215190788
1,2015-09-10,1,54.0242484123855
1,2015-10-06,1,67.551129505882
1,2015-10-09,1,50.8199467193612
1,2015-10-12,1,74.7063604231849
1,2015-11-04,1,51.6463919682906
1,2015-11-07,1,40.3606656461413
1,2015-11-10,1,49.6892653196852
1,2015-12-03,1,69.8937194867341
1,2015-12-09,1,74.7216837688143
1,2015-12-12,1,54.0484204590359
1,2016-01-04,1,56.5142897684951
1,2016-01-07,1,53.1865666604099
1,2016-02-02,1,45.5295883652613
1,2016-02-05,1,68.4861619349088
1,2016-02-08,1,72.1614991989111
1,2016-02-11,1,65.333265708678
1,2016-03-02,1,64.5834822892945
1,2016-03-05,1,78.7735606920022
1,2016-03-08,1,49.3334970589087
1,2016-03-11,1,66.5231287185949
1,2016-04-06,1,64.6900681594406
1,2016-04-09,1,70.4155121370216
1,2016-05-02,1,60.5416207155203
1,2016-05-11,1,59.8580764064997
1,2016-05-31,1,73.6797271651216
1,2016-06-03,1,53.1561786349766
1,2016-06-06,1,58.7504188688661
1,2016-06-09,1,43.0687099334235
1,2016-07-02,1,59.6462122075258
1,2016-07-05,1,29.7525400752099
1,2016-07-08,1,64.9506810146701
1,2016-07-11,1,65.5636800895482
1,2016-08-03,1,72.2838742808184
1,2016-08-06,1,68.0241830569385
1,2016-08-09,1,83.1124532394029
1,2016-09-01,1,39.3328276557141
1,2016-09-07,1,46.6032038653151
1,2016-09-30,1,34.8418665931451
1,2016-10-06,1,52.346122778376
1,2016-10-29,1,72.9532550664507
1,2016-11-01,1,78.0496887603798
1,2016-11-04,1,68.7927127275257
1,2016-11-07,1,68.7464860811287
1,2016-11-30,1,63.6506857173206
1,2016-12-03,1,64.3701544238352
1,2016-12-29,1,63.6951759106085
1,2017-01-04,1,58.1352750740138
1,2017-01-07,1,64.6128946954713
1,2017-01-27,1,72.8869231858625
1,2017-01-30,1,50.8123506996964
1,2017-02-02,1,52.337632880527
1,2017-02-28,1,62.1089665491519
1,2017-03-03,1,61.8055061402198
1,2017-03-06,1,58.8442765678914
1,2017-03-09,1,56.3952899685313
1,2017-03-29,1,47.1009325537133
1,2017-04-01,1,73.77526925031
1,2017-04-04,1,57.9064393485212
1,2017-04-07,1,55.5622310609926
1,2017-05-03,1,57.5047194741001
1,2017-05-06,1,78.5475304805269
1,2017-05-29,1,69.5629923893532
1,2017-06-01,1,47.7369059477622
1,2017-06-07,1,57.9320552864875
1,2017-06-27,1,40.6274956730089
1,2017-06-30,1,47.9966849650552
1,2017-07-06,1,41.6252853329205
1,2017-07-29,1,59.0440763650966
1,2017-08-01,1,48.5694854202505
1,2017-08-04,1,45.1215014058705
1,2017-08-30,1,52.72154166575
1,2017-09-02,1,60.0847057271987
1,2017-09-05,1,45.9517135545085
1,2017-09-25,1,76.323349127225
1,2017-09-28,1,54.6605993502428
1,2017-10-04,1,60.8776271896136
1,2017-10-27,1,83.8445628015461
1,2017-10-30,1,56.9343133960682
1,2017-11-02,1,63.3138290748111
1,2017-11-25,1,28.1768007356262
1,2017-11-28,1,59.3516471571699
1,2017-12-01,1,39.2961075700366
1,2017-12-04,1,65.821795178774
1,2017-12-27,1,73.2365184074956
1,2017-12-30,1,80.1969322069445
1,2018-01-02,1,56.2219147210878
1,2018-01-25,1,50.1504454278187
1,2018-01-31,1,64.6173638372132
1,2018-02-03,1,49.7751683050223
1,2018-02-23,1,47.8567928332684
1,2018-02-26,1,64.2662324657029
1,2018-03-01,1,53.7439955842325
1,2018-03-27,1,61.0530668466952
1,2018-04-05,1,68.3588959394351
1,2018-04-25,1,48.2740005230012
1,2018-04-28,1,49.5957208067651
1,2018-05-04,1,54.7333093796542
1,2018-05-30,1,49.5083465246263
1,2018-06-02,1,34.1827732839534
1,2018-06-25,1,59.5335241938724
1,2018-06-28,1,48.421974765416
1,2018-07-04,1,54.3946946303291
1,2018-07-24,1,52.889473619883
1,2018-07-27,1,86.8420883745758
1,2018-07-30,1,72.9191460632792
1,2018-08-02,1,54.3487420959738
1,2018-08-25,1,54.8390005057134
1,2018-08-28,1,41.7415894355892
1,2018-08-31,1,47.565994973625
1,2018-09-26,1,59.2429898322828
1,2018-09-29,1,31.0408784346713
1,2018-10-02,1,45.553389643608
1,2018-10-22,1,82.9302371057129
1,2018-10-25,1,66.1314223438802
1,2018-11-23,1,60.6506649439012
1,2018-11-26,1,82.4587160778804
1,2018-11-29,1,58.9502752283777
1,2018-12-22,1,51.2070678606704
1,2018-12-28,1,58.0582994390505
1,2018-12-31,1,52.8554070362454
1,2019-02-21,1,56.6898077640536
1,2019-02-27,1,56.4943316631729
1,2019-03-02,1,98.5833518680327
1,2019-03-22,1,56.9011086522754
1,2019-03-25,1,95.2390653237895
1,2019-03-28,1,43.7470266626634
1,2019-04-23,1,62.8023719585751
1,2019-04-26,1,53.8131109672849
1,2019-04-29,1,58.9528817603232
1,2019-05-02,1,72.8885787908352
1,2019-05-22,1,53.7238861435384
1,2019-05-25,1,49.2922321740043
1,2019-05-28,1,56.7126778947408
1,2019-05-31,1,67.4094009015558
1,2019-06-20,1,64.8391485210372
1,2019-06-26,1,76.7432896937566
1,2019-06-29,1,53.7411850232411
1,2019-07-22,1,52.2317678335805
1,2019-07-25,1,46.6285521468911
1,2019-07-31,1,52.7860870832287
1,2019-08-20,1,56.3279954378676
1,2019-08-23,1,35.2589633280512
1,2019-08-26,1,47.2672117140939
1,2019-08-29,1,40.0873701601963
1,2019-08-02,1,43.4227504412034
1,2019-08-05,1,37.2641957847945
1,2019-08-28,1,54.3800661094264
1,2019-08-31,1,64.0201251766888
1,2019-09-03,1,48.4261466960215
1,2019-09-06,1,41.4037492657259
1,2019-09-26,1,65.0254023336933
1,2019-10-02,1,61.8795238691972
1,2019-10-05,1,41.0862857106636
1,2019-10-28,1,53.4436992310077
1,2019-11-06,1,56.338851002069
1,2019-11-26,1,70.2547807564958
1,2019-11-29,1,48.994710698152
1,2019-12-02,1,72.852017532284
1,2019-12-05,1,66.726518024905
1,2019-12-28,1,57.5538863498396
1,2019-12-31,1,58.7966315260266
1,2020-01-03,1,49.5095290051295
1,2020-01-29,1,57.0013191263648
1,2020-02-01,1,43.6523436240736
1,2020-02-04,1,64.351201363446
1,2020-02-24,1,59.9597569629931
1,2020-02-27,1,54.6161960583926
1,2020-03-04,1,53.771152802307
1,2020-03-27,1,52.7907818741243
1,2020-03-30,1,61.8191771067077
1,2020-04-02,1,49.1951508825294
1,2020-04-25,1,58.2893135343727
1,2020-04-28,1,62.90232443675
1,2020-05-04,1,59.4231708293214
1,2020-05-27,1,45.4141209737394
1,2020-05-30,1,48.021785687788
1,2015-01-07,2,116.482445795682
1,2015-01-10,2,103.921141684603
1,2015-01-30,2,131.769694672382
1,2015-02-02,2,135.725873790628
1,2015-02-05,2,173.00113251995
1,2015-03-03,2,121.347109739721
1,2015-03-06,2,130.590145169702
1,2015-03-09,2,138.303689563035
1,2015-03-12,2,130.235160526016
1,2015-04-01,2,147.697165996785
1,2015-04-04,2,160.794240207736
1,2015-04-07,2,160.903245457873
1,2015-04-10,2,139.468751176758
1,2015-04-30,2,123.103642597663
1,2015-05-03,2,134.364559976471
1,2015-05-06,2,141.789889490573
1,2015-05-09,2,101.882852962401
1,2015-06-01,2,148.429007696231
1,2015-06-04,2,126.546491279192
1,2015-06-07,2,160.639686858149
1,2015-06-10,2,125.959935054681
1,2015-06-30,2,146.340080626413
1,2015-07-03,2,132.767409603212
1,2015-07-06,2,162.799980354075
1,2015-07-09,2,122.734467771708
1,2015-08-01,2,142.527706488872
1,2015-08-04,2,136.156208273107
1,2015-08-07,2,104.751345509878
1,2015-09-02,2,146.724677412133
1,2015-09-05,2,147.908535575222
1,2015-09-08,2,141.733888151579
1,2015-09-28,2,134.004869626654
1,2015-10-01,2,150.180403548953
1,2015-10-07,2,160.316626299275
1,2015-10-30,2,142.14914924532
